productname,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
Tomatoes,2001-05-20,0.59,1.49,2.13,1.94,1.76,210.16949152542375
Broccoli Bunches,2001-05-20,0.26,1.31,1.22,0.97,1.28,359.6153846153846
Celery,2001-05-13,0.7,1.69,1.24,1.14,1.52,99.64285714285714
Cauliflower,2001-05-13,0.21,1.08,1.19,1.02,1.21,435.7142857142858
Carrots,2001-05-13,0.17,0.71,0.82,0.52,0.79,317.64705882352933
Broccoli Crowns,2001-05-13,0.34,1.61,1.64,1.29,1.49,343.38235294117646
Broccoli Bunches,2001-05-13,0.29,1.33,1.19,0.97,1.31,313.793103448276
Avocados,2001-05-13,0.56,0.89,1.69,1.37,1.5,143.3035714285714
Asparagus,2001-05-13,0.84,2.19,2.37,1.31,1.92,131.84523809523813
Potatoes,2001-05-13,0.43,2.99,3.92,2.42,3.49,645.3488372093024
Iceberg Lettuce,2001-05-13,0.2,1.39,1.49,1.14,1.44,582.4999999999999
Green Leaf Lettuce,2001-05-13,0.17,0.99,1.32,1.12,1.57,635.2941176470588
Tomatoes,2001-05-13,0.5,1.49,2.66,1.99,1.76,295.0
Strawberries,2001-05-13,0.72,2.37,2.32,1.74,1.92,189.93055555555554
Romaine Lettuce,2001-05-13,0.17,0.99,1.32,1.14,1.12,572.0588235294118
Red Leaf Lettuce,2001-05-13,0.17,0.99,1.32,1.12,1.57,635.2941176470588
Cauliflower,2001-05-06,0.28,1.08,1.34,1.22,1.21,333.0357142857142
Carrots,2001-05-06,0.17,0.71,0.82,0.49,0.77,310.29411764705867
Broccoli Crowns,2001-05-06,0.39,1.59,1.84,1.29,1.47,296.7948717948718
Tomatoes,2001-05-06,0.42,1.76,2.16,2.67,2.37,433.33333333333337
Broccoli Bunches,2001-05-06,0.31,1.37,1.09,0.97,1.17,270.96774193548384
Strawberries,2001-05-06,0.77,2.5,1.69,2.82,2.04,193.83116883116887
Avocados,2001-05-06,0.55,0.86,1.56,1.49,1.5,145.9090909090909
Romaine Lettuce,2001-05-06,0.21,1.04,1.67,1.27,1.12,507.1428571428571
Asparagus,2001-05-06,0.7,2.04,1.96,1.94,2.24,192.14285714285717
Red Leaf Lettuce,2001-05-06,0.18,1.04,1.67,1.24,1.69,683.3333333333335
Potatoes,2001-05-06,0.46,2.99,3.92,2.42,3.49,596.7391304347826
Iceberg Lettuce,2001-05-06,0.34,1.31,1.44,1.27,1.37,296.3235294117647
Green Leaf Lettuce,2001-05-06,0.18,1.04,1.67,1.24,1.69,683.3333333333335
Celery,2001-05-06,0.64,1.51,1.24,1.24,1.27,105.46875
Tomatoes,2001-04-29,0.29,2.24,2.24,2.54,2.34,706.8965517241379
Broccoli Bunches,2001-04-29,0.29,1.37,1.19,0.84,1.28,303.44827586206895
Strawberries,2001-04-29,0.76,2.74,1.93,2.44,2.37,211.84210526315792
Avocados,2001-04-29,0.55,0.82,1.47,1.07,1.25,109.54545454545452
Romaine Lettuce,2001-04-29,0.24,0.89,1.69,1.27,1.07,412.5
Asparagus,2001-04-29,0.74,1.99,2.24,1.84,2.37,185.1351351351352
Red Leaf Lettuce,2001-04-29,0.2,1.09,1.69,1.24,1.69,613.7500000000001
Potatoes,2001-04-29,0.46,2.94,3.84,2.42,3.49,589.6739130434783
Iceberg Lettuce,2001-04-29,0.64,1.23,1.37,1.27,1.27,100.78125
Green Leaf Lettuce,2001-04-29,0.19,1.09,1.69,1.24,1.69,651.3157894736844
Celery,2001-04-29,0.58,1.46,1.22,1.22,1.34,125.86206896551721
Cauliflower,2001-04-29,0.36,1.39,1.44,1.09,1.27,260.41666666666663
Carrots,2001-04-29,0.17,0.71,0.77,0.49,0.74,298.52941176470586
Broccoli Crowns,2001-04-29,0.34,1.46,1.84,1.29,1.59,354.4117647058823
Potatoes,2001-04-22,0.59,2.94,1.25,2.42,3.24,317.3728813559322
Iceberg Lettuce,2001-04-22,0.53,1.31,1.34,1.17,1.06,130.18867924528305
Green Leaf Lettuce,2001-04-22,0.23,1.04,1.54,1.17,1.79,502.17391304347825
Celery,2001-04-22,0.69,1.46,0.99,1.22,1.34,81.5217391304348
Cauliflower,2001-04-22,0.33,1.21,1.54,1.37,1.51,326.51515151515144
Carrots,2001-04-22,0.17,0.71,0.77,0.56,0.74,308.8235294117647
Broccoli Crowns,2001-04-22,0.34,1.56,1.84,1.39,1.6,369.85294117647055
Tomatoes,2001-04-22,0.2,2.16,2.59,2.79,2.99,1216.2500000000002
Broccoli Bunches,2001-04-22,0.26,1.35,1.07,0.87,1.11,323.0769230769231
Strawberries,2001-04-22,0.8,2.99,2.68,2.32,2.12,215.93749999999997
Avocados,2001-04-22,0.6,0.77,1.37,1.42,1.37,105.41666666666667
Romaine Lettuce,2001-04-22,0.27,1.04,1.54,1.04,0.9,318.51851851851853
Asparagus,2001-04-22,0.82,2.41,1.74,2.49,2.37,174.69512195121956
Red Leaf Lettuce,2001-04-22,0.24,1.04,1.54,1.17,1.79,477.08333333333337
Celery,2001-04-15,0.64,1.39,1.19,1.19,1.36,100.390625
Cauliflower,2001-04-15,0.71,1.27,1.32,1.24,1.09,73.23943661971832
Carrots,2001-04-15,0.17,0.71,0.77,0.49,0.74,298.52941176470586
Broccoli Crowns,2001-04-15,0.52,1.64,1.84,1.37,1.39,199.99999999999994
Tomatoes,2001-04-15,0.23,2.24,2.92,2.79,2.99,1089.1304347826087
Broccoli Bunches,2001-04-15,0.37,1.33,1.41,0.87,1.03,213.51351351351354
Strawberries,2001-04-15,1.09,4.16,3.33,2.99,3.07,210.77981651376146
Avocados,2001-04-15,0.65,0.84,1.72,1.42,1.5,110.76923076923077
Romaine Lettuce,2001-04-15,0.44,0.97,1.39,1.14,1.49,183.52272727272728
Asparagus,2001-04-15,1.03,2.39,2.99,2.31,2.12,138.1067961165049
Red Leaf Lettuce,2001-04-15,0.36,0.97,1.57,1.02,1.59,257.6388888888889
Potatoes,2001-04-15,0.6,3.06,3.67,2.42,3.24,416.25000000000006
Iceberg Lettuce,2001-04-15,0.48,1.29,1.22,0.92,1.39,151.04166666666666
Green Leaf Lettuce,2001-04-15,0.36,0.97,1.57,1.02,1.84,275.00000000000006
Broccoli Crowns,2001-04-08,0.46,1.64,1.84,1.17,1.39,228.26086956521738
Tomatoes,2001-04-08,0.29,3.61,2.92,1.99,2.24,827.5862068965517
Broccoli Bunches,2001-04-08,0.34,1.07,0.8,0.92,1.33,202.94117647058823
Strawberries,2001-04-08,1.97,3.61,2.99,1.99,2.24,37.43654822335025
Avocados,2001-04-08,0.64,0.84,1.5,1.09,1.5,92.57812499999997
Romaine Lettuce,2001-04-08,0.36,1.02,1.49,1.07,1.07,222.91666666666669
Asparagus,2001-04-08,1.13,2.26,1.59,2.12,1.42,63.495575221238944
Red Leaf Lettuce,2001-04-08,0.32,1.02,1.54,1.07,1.62,310.15625
Potatoes,2001-04-08,0.6,2.61,2.56,1.99,3.32,336.66666666666674
Iceberg Lettuce,2001-04-08,0.33,1.14,1.39,0.99,1.39,271.9696969696969
Green Leaf Lettuce,2001-04-08,0.32,1.02,1.54,1.07,1.62,310.15625
Celery,2001-04-08,0.47,1.36,1.17,1.04,1.12,149.46808510638303
Cauliflower,2001-04-08,0.62,0.78,0.8,1.02,1.09,48.790322580645174
Carrots,2001-04-08,0.17,0.71,0.77,0.49,0.74,298.52941176470586
Red Leaf Lettuce,2001-04-01,0.2,1.04,1.41,0.99,1.62,532.5
Potatoes,2001-04-01,0.6,2.99,3.84,2.29,3.84,440.00000000000006
Iceberg Lettuce,2001-04-01,0.28,1.09,1.01,0.99,1.27,289.28571428571416
Green Leaf Lettuce,2001-04-01,0.2,1.04,1.36,0.99,1.62,526.25
Celery,2001-04-01,0.31,1.24,1.22,1.17,1.32,299.1935483870968
Cauliflower,2001-04-01,0.27,0.96,1.24,0.99,0.91,279.6296296296297
Carrots,2001-04-01,0.17,0.71,0.77,0.49,0.74,298.52941176470586
Broccoli Crowns,2001-04-01,0.32,1.49,1.64,1.27,1.26,342.1875
Tomatoes,2001-04-01,0.23,0.99,2.99,2.79,2.74,933.6956521739131
Broccoli Bunches,2001-04-01,0.23,1.37,1.29,0.97,1.01,404.34782608695645
Strawberries,2001-04-01,1.74,3.12,3.27,2.87,2.42,67.81609195402301
Avocados,2001-04-01,0.61,0.77,1.47,1.32,1.5,107.37704918032792
Romaine Lettuce,2001-04-01,0.21,1.04,1.41,1.07,1.19,460.71428571428584
Asparagus,2001-04-01,1.0,1.86,2.71,1.64,1.74,98.75
Green Leaf Lettuce,2001-03-25,0.17,1.04,1.36,0.92,1.62,626.4705882352941
Celery,2001-03-25,0.25,1.41,1.22,1.17,1.19,399.0
Cauliflower,2001-03-25,0.22,0.9,0.91,1.09,0.72,311.3636363636363
Carrots,2001-03-25,0.17,0.71,0.77,0.42,0.72,285.29411764705884
Broccoli Crowns,2001-03-25,0.29,1.46,1.84,1.19,1.16,387.06896551724145
Broccoli Bunches,2001-03-25,0.21,1.47,1.01,0.87,1.25,447.61904761904765
Avocados,2001-03-25,0.56,0.89,1.47,1.44,1.5,136.60714285714283
Asparagus,2001-03-25,0.78,0.0,1.79,1.79,0.0,14.743589743589736
Iceberg Lettuce,2001-03-25,0.19,1.39,1.26,0.99,1.34,555.2631578947368
Tomatoes,2001-03-25,0.47,2.44,2.74,2.79,1.94,427.12765957446817
Strawberries,2001-03-25,1.45,2.49,2.44,2.07,2.49,63.62068965517243
Romaine Lettuce,2001-03-25,0.16,1.04,1.36,1.07,1.07,609.3750000000001
Red Leaf Lettuce,2001-03-25,0.17,1.04,1.36,0.92,1.62,626.4705882352941
Potatoes,2001-03-25,0.6,2.86,3.34,2.22,3.24,385.8333333333333
Carrots,2001-03-18,0.17,0.71,0.77,0.49,0.74,298.52941176470586
Broccoli Crowns,2001-03-18,0.25,1.64,1.64,1.37,1.33,498.00000000000006
Tomatoes,2001-03-18,0.7,1.81,2.07,2.17,1.94,185.35714285714286
Broccoli Bunches,2001-03-18,0.21,1.51,1.09,0.97,1.35,485.7142857142858
Strawberries,2001-03-18,1.21,2.99,3.29,3.74,2.87,166.32231404958682
Avocados,2001-03-18,0.57,0.74,1.57,1.36,1.45,124.56140350877196
Romaine Lettuce,2001-03-18,0.16,1.22,1.42,0.99,1.19,653.125
Red Leaf Lettuce,2001-03-18,0.17,1.22,1.42,0.84,1.54,638.235294117647
Potatoes,2001-03-18,0.64,3.32,2.84,2.02,3.32,349.21875
Iceberg Lettuce,2001-03-18,0.17,1.29,1.31,0.84,1.42,614.705882352941
Green Leaf Lettuce,2001-03-18,0.17,1.22,1.42,0.84,1.54,638.235294117647
Celery,2001-03-18,0.29,1.49,1.19,1.19,1.32,347.4137931034482
Cauliflower,2001-03-18,0.19,0.9,1.32,1.12,0.97,467.1052631578948
Tomatoes,2001-03-11,0.68,1.84,1.67,1.99,1.52,158.08823529411762
Broccoli Bunches,2001-03-11,0.25,1.41,1.09,0.97,1.19,366.0
Strawberries,2001-03-11,1.88,2.75,2.58,3.99,2.74,60.372340425531924
Avocados,2001-03-11,0.67,0.86,1.69,1.32,1.45,98.50746268656717
Romaine Lettuce,2001-03-11,0.18,1.22,1.54,1.07,1.07,580.5555555555557
Red Leaf Lettuce,2001-03-11,0.18,1.22,1.54,1.07,1.62,656.9444444444445
Potatoes,2001-03-11,0.81,2.99,3.34,2.67,3.74,293.2098765432099
Iceberg Lettuce,2001-03-11,0.21,1.39,1.42,1.27,1.24,533.3333333333334
Green Leaf Lettuce,2001-03-11,0.17,1.22,1.59,1.07,1.62,708.8235294117646
Celery,2001-03-11,0.34,1.19,1.02,1.19,1.12,232.35294117647052
Cauliflower,2001-03-11,0.2,1.08,1.14,1.09,1.15,457.49999999999983
Carrots,2001-03-11,0.17,0.71,0.77,0.49,0.74,298.52941176470586
Broccoli Crowns,2001-03-11,0.32,1.68,1.84,1.39,1.16,374.21875
Red Leaf Lettuce,2001-03-04,0.21,1.22,1.54,1.14,1.54,547.6190476190476
Potatoes,2001-03-04,0.65,3.24,3.16,2.54,2.99,358.8461538461539
Iceberg Lettuce,2001-03-04,0.52,1.36,1.42,1.12,1.42,155.7692307692308
Green Leaf Lettuce,2001-03-04,0.19,1.22,1.59,1.14,1.54,622.3684210526316
Celery,2001-03-04,0.4,1.36,1.02,1.19,1.32,205.62499999999994
Cauliflower,2001-03-04,0.24,1.12,1.04,1.09,1.15,358.33333333333337
